id,v024_label,v024_nfhs3,state,nfhs5s_urban,nfhs5s_rural,nfhs5s_total,nfhs4s_total
S65,kerala,kerala,Kerala,85.3,80.9,83,82.4
S66,kerala,kerala,Kerala,85.3,83,84.1,78.4
S67,kerala,kerala,Kerala,83.9,90.4,87.3,77.6
S68,kerala,kerala,Kerala,16.1,8.7,12.3,22.4
S69,kerala,kerala,Kerala,4.2,4.3,4.3,3.4
S70,kerala,kerala,Kerala,65.9,56.8,61.1,49.4
S71,kerala,kerala,Kerala,35.4,10.6,22.4,14.1
S72,kerala,kerala,Kerala,90,84.1,86.9,76.3
S73,kerala,kerala,Kerala,1.9,2.8,2.4,0.8
S74,kerala,kerala,Kerala,85.7,86.7,86.2,90.1
S75,kerala,kerala,Kerala,66.8,66.6,66.7,64.3
S76,kerala,kerala,Kerala,50.3,59.5,55.5,53.3
S77,kerala,kerala,Kerala,73.1,69.5,71.3,63.1
S78,kerala,kerala,Kerala,22.2,25,23.6,21.3
S79,kerala,kerala,Kerala,14.3,30,22.2,22.3
S80,kerala,kerala,Kerala,21.5,25.4,23.5,21.4
S81,kerala,kerala,Kerala,20.1,26.4,23.4,19.7
S82,kerala,kerala,Kerala,16,15.5,15.8,15.7
S83,kerala,kerala,Kerala,7,4.6,5.8,6.5
S84,kerala,kerala,Kerala,19.4,19.9,19.7,16.1
S85,kerala,kerala,Kerala,3.8,4.2,4,3.4
S86,kerala,kerala,Kerala,9.7,10.4,10.1,9.7
S87,kerala,kerala,Kerala,6.9,12.7,10,8.5
S88,kerala,kerala,Kerala,40.4,36,38.1,32.4
S89,kerala,kerala,Kerala,40.1,33.2,36.4,28.5
S90,kerala,kerala,Kerala,71.1,70.2,70.7,NA
S91,kerala,kerala,Kerala,57.2,56.5,56.8,NA
S92,kerala,kerala,Kerala,38.9,39.8,39.4,35.7
S93,kerala,kerala,Kerala,37,36.1,36.5,34.7
S94,kerala,kerala,Kerala,35.4,27.1,31.4,22.6
S95,kerala,kerala,Kerala,37,35.8,36.3,34.3
S96,kerala,kerala,Kerala,33.6,31.6,32.5,37.8
S97,kerala,kerala,Kerala,19.5,16.4,17.8,11.8
S98,kerala,kerala,Kerala,24,30.7,27.4,14.3
S99,kerala,kerala,Kerala,8.2,8.4,8.3,4.409685522647403
S100,kerala,kerala,Kerala,13,13.1,13.1,4.895767774174402
S101,kerala,kerala,Kerala,24.8,24.8,24.8,11.112038777527825
S102,kerala,kerala,Kerala,10.1,9.6,9.8,7.9057256075446825
S103,kerala,kerala,Kerala,14.1,13.6,13.8,6.293135271744463
S104,kerala,kerala,Kerala,27.4,26.7,27,15.65391118243134
S105,kerala,kerala,Kerala,15.4,15.5,15.5,6.906526817541896
S106,kerala,kerala,Kerala,6.2,7,6.6,1.8518999840063424
S107,kerala,kerala,Kerala,30.7,31,30.9,10.50024952051934
S108,kerala,kerala,Kerala,19.1,19.3,19.2,9.546272798593296
S109,kerala,kerala,Kerala,6,7.3,6.7,2.2232595631900356
S110,kerala,kerala,Kerala,32.6,32.9,32.8,12.366049216526747
S111,kerala,kerala,Kerala,3.8,3.2,3.5,NA
S112,kerala,kerala,Kerala,2.8,2,2.4,NA
S113,kerala,kerala,Kerala,0.8,0.6,0.7,NA
S114,kerala,kerala,Kerala,0,0.9,0.5,NA
S115,kerala,kerala,Kerala,35.5,34.2,34.8,43.1
S116,kerala,kerala,Kerala,44.2,46.4,45.4,50.8
S117,kerala,kerala,Kerala,73.5,74.7,74.1,74.2
S118,kerala,kerala,Kerala,82.2,86.5,84.5,84.8
S119,kerala,kerala,Kerala,93.6,94.6,94.1,92.1
S120,kerala,kerala,Kerala,25.8,25.8,25.8,20.4
S121,kerala,kerala,Kerala,25.3,29.2,27.3,34.9
S122,kerala,kerala,Kerala,78.9,78.2,78.5,70.6
S123,kerala,kerala,Kerala,86.2,86.9,86.6,81.2
S124,kerala,kerala,Kerala,94.9,91.4,93,90
S125,kerala,kerala,Kerala,9.9,9.9,9.9,14.3
S126,kerala,kerala,Kerala,0.5,0.5,0.5,1.2
S127,kerala,kerala,Kerala,1.8,1.3,1.6,5
S128,kerala,kerala,Kerala,1.3,3,2.2,0.7866285967570497
S129,kerala,kerala,Kerala,14,19.6,16.9,25.67387902251016
S130,kerala,kerala,Kerala,0.2,0.3,0.2,1.5917540482899524
S131,kerala,kerala,Kerala,18.7,21,19.9,37.01262910855777
S01,lakshadweep,lakshadweep,Lakshadweep,91.9,96.9,93,91.1
S02,lakshadweep,lakshadweep,Lakshadweep,21.7,24.6,22.3,23.2
S03,lakshadweep,lakshadweep,Lakshadweep,1193,1166,1187,1022
S04,lakshadweep,lakshadweep,Lakshadweep,964,NA,1051,905
S05,lakshadweep,lakshadweep,Lakshadweep,100,100,100,99.1
S06,lakshadweep,lakshadweep,Lakshadweep,98.4,NA,96.6,NA
S07,lakshadweep,lakshadweep,Lakshadweep,99.7,100,99.8,100
S08,lakshadweep,lakshadweep,Lakshadweep,94.6,86.7,92.9,91.1
S09,lakshadweep,lakshadweep,Lakshadweep,99.7,100,99.8,99.6
S10,lakshadweep,lakshadweep,Lakshadweep,68.5,24.7,59.4,31.8
S11,lakshadweep,lakshadweep,Lakshadweep,95.8,100,96.7,96.3
S12,lakshadweep,lakshadweep,Lakshadweep,58.4,66.7,60.1,2.9
S13,lakshadweep,lakshadweep,Lakshadweep,37.4,NA,32,NA
S14,lakshadweep,lakshadweep,Lakshadweep,96.4,96.8,96.5,95.63567493209463
S15,lakshadweep,lakshadweep,Lakshadweep,100,96.3,99.1,98.80787426947695
S16,lakshadweep,lakshadweep,Lakshadweep,68.2,66.3,67.8,56.8
S17,lakshadweep,lakshadweep,Lakshadweep,84.9,69.4,80.9,76.3
S18,lakshadweep,lakshadweep,Lakshadweep,61.8,36,56.4,NA
S19,lakshadweep,lakshadweep,Lakshadweep,81.5,77,80.3,NA
S20,lakshadweep,lakshadweep,Lakshadweep,1.9,0,1.3,1.9
S21,lakshadweep,lakshadweep,Lakshadweep,NA,NA,NA,0
S22,lakshadweep,lakshadweep,Lakshadweep,1.4,1.6,1.4,1.8
S23,lakshadweep,lakshadweep,Lakshadweep,0,5.1,1.1,0
S24,lakshadweep,lakshadweep,Lakshadweep,2,0,2,8
S25,lakshadweep,lakshadweep,Lakshadweep,NA,NA,0,23.3
S26,lakshadweep,lakshadweep,Lakshadweep,NA,NA,0,27
S27,lakshadweep,lakshadweep,Lakshadweep,NA,NA,0,30.2
S28,lakshadweep,lakshadweep,Lakshadweep,51.8,55.4,52.6,29.7
S29,lakshadweep,lakshadweep,Lakshadweep,31,27.1,30.1,15.7
S30,lakshadweep,lakshadweep,Lakshadweep,21.4,18.1,20.7,10.7
S31,lakshadweep,lakshadweep,Lakshadweep,0,0,0,0
S32,lakshadweep,lakshadweep,Lakshadweep,1.3,0,1,0.7
S33,lakshadweep,lakshadweep,Lakshadweep,1.4,0.3,1.2,0
S34,lakshadweep,lakshadweep,Lakshadweep,4.7,2.2,4.1,4.1
S35,lakshadweep,lakshadweep,Lakshadweep,0,0,0,0.1
S36,lakshadweep,lakshadweep,Lakshadweep,13.6,7.6,12.3,16.9
S37,lakshadweep,lakshadweep,Lakshadweep,8.9,4.9,8,12.7
S38,lakshadweep,lakshadweep,Lakshadweep,15.3,13,14.8,23.8
S39,lakshadweep,lakshadweep,Lakshadweep,88.8,NA,85,NA
S40,lakshadweep,lakshadweep,Lakshadweep,99.5,100,99.6,90.6
S41,lakshadweep,lakshadweep,Lakshadweep,86.2,94.2,88.3,82.3
S42,lakshadweep,lakshadweep,Lakshadweep,99.5,99,99.4,93.6
S43,lakshadweep,lakshadweep,Lakshadweep,83.6,70.4,80.1,81.7
S44,lakshadweep,lakshadweep,Lakshadweep,62.2,60.2,61.7,59.1
S45,lakshadweep,lakshadweep,Lakshadweep,90.7,41.6,77.8,96.3
S46,lakshadweep,lakshadweep,Lakshadweep,90.7,97.8,92.6,92.7
S47,lakshadweep,lakshadweep,Lakshadweep,3054,1769,2533,4580
S48,lakshadweep,lakshadweep,Lakshadweep,NA,NA,NA,NA
S49,lakshadweep,lakshadweep,Lakshadweep,91.4,100,93.7,NA
S50,lakshadweep,lakshadweep,Lakshadweep,99.5,100,99.6,99.3
S51,lakshadweep,lakshadweep,Lakshadweep,56.3,92,65.3,64.3
S52,lakshadweep,lakshadweep,Lakshadweep,0.5,0,0.4,0.7
S53,lakshadweep,lakshadweep,Lakshadweep,100,100,100,100
S54,lakshadweep,lakshadweep,Lakshadweep,30.7,33.2,31.3,38.4
S55,lakshadweep,lakshadweep,Lakshadweep,36.1,NA,37.7,59.9
S56,lakshadweep,lakshadweep,Lakshadweep,26.7,30.7,28.2,27.1
S57,lakshadweep,lakshadweep,Lakshadweep,87,NA,86.1,89
S58,lakshadweep,lakshadweep,Lakshadweep,93,NA,91.7,93.2
S59,lakshadweep,lakshadweep,Lakshadweep,93.9,NA,94.2,100
S60,lakshadweep,lakshadweep,Lakshadweep,87,NA,86.1,92.1
S61,lakshadweep,lakshadweep,Lakshadweep,93.9,NA,91,95.1
S62,lakshadweep,lakshadweep,Lakshadweep,93.9,NA,91,93.7
S63,lakshadweep,lakshadweep,Lakshadweep,12.4,NA,11.7,NA
S64,lakshadweep,lakshadweep,Lakshadweep,13.1,NA,12.7,NA
S65,lakshadweep,lakshadweep,Lakshadweep,90.8,NA,88.9,88.9
S66,lakshadweep,lakshadweep,Lakshadweep,44.7,45,44.8,51.7
S67,lakshadweep,lakshadweep,Lakshadweep,100,NA,100,100
S68,lakshadweep,lakshadweep,Lakshadweep,0,NA,0,0
S69,lakshadweep,lakshadweep,Lakshadweep,1,6.2,2.3,6.3
S70,lakshadweep,lakshadweep,Lakshadweep,NA,NA,NA,NA
S71,lakshadweep,lakshadweep,Lakshadweep,NA,NA,NA,NA
S72,lakshadweep,lakshadweep,Lakshadweep,NA,NA,NA,NA
S73,lakshadweep,lakshadweep,Lakshadweep,1.9,0,1.4,0.9
S74,lakshadweep,lakshadweep,Lakshadweep,NA,NA,NA,86.5
S75,lakshadweep,lakshadweep,Lakshadweep,77.2,74,76.3,57.7
S76,lakshadweep,lakshadweep,Lakshadweep,77.3,NA,67,54.8
S77,lakshadweep,lakshadweep,Lakshadweep,NA,NA,NA,NA
S78,lakshadweep,lakshadweep,Lakshadweep,23.4,NA,20.2,16.8
S79,lakshadweep,lakshadweep,Lakshadweep,NA,NA,NA,NA
S80,lakshadweep,lakshadweep,Lakshadweep,21.8,NA,19,15.9
S81,lakshadweep,lakshadweep,Lakshadweep,30.7,35.6,32,26.8
S82,lakshadweep,lakshadweep,Lakshadweep,18.5,14.2,17.4,13.7
S83,lakshadweep,lakshadweep,Lakshadweep,8.7,8.9,8.7,2.9
S84,lakshadweep,lakshadweep,Lakshadweep,28.5,18.4,25.8,23.6
S85,lakshadweep,lakshadweep,Lakshadweep,10,11.8,10.5,1.6
S86,lakshadweep,lakshadweep,Lakshadweep,6.7,12.4,8,13.5
S87,lakshadweep,lakshadweep,Lakshadweep,2.4,14.1,5.5,8.2
S88,lakshadweep,lakshadweep,Lakshadweep,34.2,31,33.5,40.6
S89,lakshadweep,lakshadweep,Lakshadweep,42,39.4,41.3,24.1
S90,lakshadweep,lakshadweep,Lakshadweep,69.1,66.2,68.4,NA
S91,lakshadweep,lakshadweep,Lakshadweep,57.4,44,53.9,NA
S92,lakshadweep,lakshadweep,Lakshadweep,45.5,36.1,43.1,53.6
S93,lakshadweep,lakshadweep,Lakshadweep,26.5,24.1,26,46.3
S94,lakshadweep,lakshadweep,Lakshadweep,22.3,NA,20.9,39
S95,lakshadweep,lakshadweep,Lakshadweep,26.4,23.7,25.8,46
S96,lakshadweep,lakshadweep,Lakshadweep,31.2,31.9,31.4,59
S97,lakshadweep,lakshadweep,Lakshadweep,3.5,11.4,5.6,11.4
S98,lakshadweep,lakshadweep,Lakshadweep,NA,NA,NA,NA
S99,lakshadweep,lakshadweep,Lakshadweep,8.9,6.5,8.4,7.341671320901905
S100,lakshadweep,lakshadweep,Lakshadweep,9.4,11.6,9.9,5.169468416465928
S101,lakshadweep,lakshadweep,Lakshadweep,19.9,18.3,19.5,12.872192317700964
S102,lakshadweep,lakshadweep,Lakshadweep,11.1,7,10.2,7.066188317526158
S103,lakshadweep,lakshadweep,Lakshadweep,9,5.3,8.1,6.222644366056011
S104,lakshadweep,lakshadweep,Lakshadweep,22.9,13,20.7,13.28883268358217
S105,lakshadweep,lakshadweep,Lakshadweep,14.4,11.8,13.9,11.089751017460571
S106,lakshadweep,lakshadweep,Lakshadweep,7.2,3.5,6.5,4.536420788559678
S107,lakshadweep,lakshadweep,Lakshadweep,26.5,18.4,24.8,15.841640300502485
S108,lakshadweep,lakshadweep,Lakshadweep,17.5,13.4,16.6,9.6913098698074
S109,lakshadweep,lakshadweep,Lakshadweep,5.4,4.1,5.1,2.489519831963952
S110,lakshadweep,lakshadweep,Lakshadweep,25.9,20.7,24.7,12.238352556318373
S111,lakshadweep,lakshadweep,Lakshadweep,1.8,1.1,1.7,NA
S112,lakshadweep,lakshadweep,Lakshadweep,0.5,0.5,0.5,NA
S113,lakshadweep,lakshadweep,Lakshadweep,0.3,0,0.3,NA
S114,lakshadweep,lakshadweep,Lakshadweep,0,NA,0,NA
S115,lakshadweep,lakshadweep,Lakshadweep,50.2,34.8,46.9,22
S116,lakshadweep,lakshadweep,Lakshadweep,60.6,79.6,65.5,31.2
S117,lakshadweep,lakshadweep,Lakshadweep,75.7,72,74.9,46.7
S118,lakshadweep,lakshadweep,Lakshadweep,96.6,94.3,96,55.7
S119,lakshadweep,lakshadweep,Lakshadweep,91.9,NA,92.2,82.1
S120,lakshadweep,lakshadweep,Lakshadweep,10.4,12.9,10.9,20.9
S121,lakshadweep,lakshadweep,Lakshadweep,31.1,29.4,30.7,42.6
S122,lakshadweep,lakshadweep,Lakshadweep,66.9,67,66.9,74.4
S123,lakshadweep,lakshadweep,Lakshadweep,85.1,80.1,84,64.9
S124,lakshadweep,lakshadweep,Lakshadweep,97.7,100,98.3,97
S125,lakshadweep,lakshadweep,Lakshadweep,1,NA,1.3,8.9
S126,lakshadweep,lakshadweep,Lakshadweep,0,NA,0,0
S127,lakshadweep,lakshadweep,Lakshadweep,1,NA,0.8,2.5
S128,lakshadweep,lakshadweep,Lakshadweep,16.6,21.1,17.5,16.425347236860038
S129,lakshadweep,lakshadweep,Lakshadweep,25.9,37.8,28.5,24.717596186551706
S130,lakshadweep,lakshadweep,Lakshadweep,0.3,0.4,0.3,0
S131,lakshadweep,lakshadweep,Lakshadweep,0.4,0.5,0.4,5.394372592386448
S01,ladakh,jammu and kashmir,Ladakh,68.7,67.8,68,62.5
S02,ladakh,jammu and kashmir,Ladakh,22.9,22.8,22.8,28
S03,ladakh,jammu and kashmir,Ladakh,994,966,971,1000
S04,ladakh,jammu and kashmir,Ladakh,897,1193,1125,823
S05,ladakh,jammu and kashmir,Ladakh,100,98.2,98.6,77.3
S06,ladakh,jammu and kashmir,Ladakh,82.9,72.4,74.9,NA
S07,ladakh,jammu and kashmir,Ladakh,99.1,99.5,99.5,98.7
S08,ladakh,jammu and kashmir,Ladakh,97.2,86.7,88.7,83
S09,ladakh,jammu and kashmir,Ladakh,74.7,34.8,42.3,17.8
S10,ladakh,jammu and kashmir,Ladakh,97.2,71.3,76.3,67.6
S11,ladakh,jammu and kashmir,Ladakh,99.3,98.7,98.8,98.8
S12,ladakh,jammu and kashmir,Ladakh,26.7,12.1,14.9,2.3
S13,ladakh,jammu and kashmir,Ladakh,NA,0,0.7,NA
S14,ladakh,jammu and kashmir,Ladakh,77.7,76.6,76.8,69.00489829277178
S15,ladakh,jammu and kashmir,Ladakh,91.9,94.2,93.7,88.94473425910715
S16,ladakh,jammu and kashmir,Ladakh,53.8,49.2,50,44.6
S17,ladakh,jammu and kashmir,Ladakh,64.1,74.8,72.7,57.1
S18,ladakh,jammu and kashmir,Ladakh,66.5,54,56.4,NA
S19,ladakh,jammu and kashmir,Ladakh,82.9,64.3,67.8,NA
S20,ladakh,jammu and kashmir,Ladakh,0,3.1,2.5,4.9
S21,ladakh,jammu and kashmir,Ladakh,NA,21.9,20.2,12.4
S22,ladakh,jammu and kashmir,Ladakh,1.4,1.3,1.3,2.3
S23,ladakh,jammu and kashmir,Ladakh,0,0,0,1
S24,ladakh,jammu and kashmir,Ladakh,0,2,2,9
S25,ladakh,jammu and kashmir,Ladakh,NA,12.1,11.4,25.7
S26,ladakh,jammu and kashmir,Ladakh,NA,17.4,20,35.3
S27,ladakh,jammu and kashmir,Ladakh,NA,27.4,29.5,40.6
S28,ladakh,jammu and kashmir,Ladakh,50.6,51.5,51.3,66.6
S29,ladakh,jammu and kashmir,Ladakh,46,48.5,48,64.7
S30,ladakh,jammu and kashmir,Ladakh,16.6,16.8,16.7,21.8
S31,ladakh,jammu and kashmir,Ladakh,0.3,0.4,0.4,0.1
S32,ladakh,jammu and kashmir,Ladakh,8.1,7.9,7.9,30.1
S33,ladakh,jammu and kashmir,Ladakh,5.3,6.9,6.6,3.4
S34,ladakh,jammu and kashmir,Ladakh,8.2,9.1,9,7.4
S35,ladakh,jammu and kashmir,Ladakh,6.2,6.1,6.2,1.8
S36,ladakh,jammu and kashmir,Ladakh,11.5,7,7.9,9.6
S37,ladakh,jammu and kashmir,Ladakh,5,3.8,4,5.9
S38,ladakh,jammu and kashmir,Ladakh,11.8,12.4,12.2,8.8
S39,ladakh,jammu and kashmir,Ladakh,68.8,57.3,59.4,28.1
S40,ladakh,jammu and kashmir,Ladakh,84.5,86.1,85.8,79.5
S41,ladakh,jammu and kashmir,Ladakh,78.2,78.5,78.4,87.5
S42,ladakh,jammu and kashmir,Ladakh,95.6,93.9,94.2,91.9
S43,ladakh,jammu and kashmir,Ladakh,13.8,14.5,14.3,29.5
S44,ladakh,jammu and kashmir,Ladakh,7.1,7.3,7.3,9.8
S45,ladakh,jammu and kashmir,Ladakh,99.2,97.4,97.8,93.7
S46,ladakh,jammu and kashmir,Ladakh,80.1,79.5,79.6,83.3
S47,ladakh,jammu and kashmir,Ladakh,3911,3779,3807,2669
S48,ladakh,jammu and kashmir,Ladakh,NA,NA,NA,0
S49,ladakh,jammu and kashmir,Ladakh,82.9,75.1,76.7,NA
S50,ladakh,jammu and kashmir,Ladakh,99.1,94,95.1,90.8
S51,ladakh,jammu and kashmir,Ladakh,98.4,93.7,94.7,89.4
S52,ladakh,jammu and kashmir,Ladakh,0.9,2.6,2.3,2
S53,ladakh,jammu and kashmir,Ladakh,100,96.2,97,91.5
S54,ladakh,jammu and kashmir,Ladakh,47.7,35,37.6,16.1
S55,ladakh,jammu and kashmir,Ladakh,NA,NA,NA,NA
S56,ladakh,jammu and kashmir,Ladakh,47.8,37,39.3,17.1
S57,ladakh,jammu and kashmir,Ladakh,NA,91.9,88.2,81.9
S58,ladakh,jammu and kashmir,Ladakh,NA,100,100,92.5
S59,ladakh,jammu and kashmir,Ladakh,NA,100,99.1,98.4
S60,ladakh,jammu and kashmir,Ladakh,NA,91.9,88.2,87
S61,ladakh,jammu and kashmir,Ladakh,NA,94.8,95,89.7
S62,ladakh,jammu and kashmir,Ladakh,NA,94.8,92.9,92.2
S63,ladakh,jammu and kashmir,Ladakh,NA,41.6,43.2,NA
S64,ladakh,jammu and kashmir,Ladakh,NA,9.9,10.6,NA
S65,ladakh,jammu and kashmir,Ladakh,NA,94.8,94.1,82.2
S66,ladakh,jammu and kashmir,Ladakh,94.2,85.2,87.1,72.7
S67,ladakh,jammu and kashmir,Ladakh,NA,100,100,100
S68,ladakh,jammu and kashmir,Ladakh,NA,0,0,0
S69,ladakh,jammu and kashmir,Ladakh,13.7,7.1,8.5,3.1
S70,ladakh,jammu and kashmir,Ladakh,NA,88.9,78.3,NA
S71,ladakh,jammu and kashmir,Ladakh,NA,53.1,54.5,NA
S72,ladakh,jammu and kashmir,Ladakh,NA,79.6,75,NA
S73,ladakh,jammu and kashmir,Ladakh,10.5,4,5.3,1
S74,ladakh,jammu and kashmir,Ladakh,53.1,58.8,57.3,74.8
S75,ladakh,jammu and kashmir,Ladakh,59.2,57.6,57.9,60
S76,ladakh,jammu and kashmir,Ladakh,NA,66.6,70.9,64.1
S77,ladakh,jammu and kashmir,Ladakh,NA,NA,NA,42.2
S78,ladakh,jammu and kashmir,Ladakh,NA,19.9,20.7,22
S79,ladakh,jammu and kashmir,Ladakh,NA,NA,NA,NA
S80,ladakh,jammu and kashmir,Ladakh,25.3,23.6,24,23.9
S81,ladakh,jammu and kashmir,Ladakh,28.2,31.1,30.5,30.9
S82,ladakh,jammu and kashmir,Ladakh,14.8,18.2,17.5,9.3
S83,ladakh,jammu and kashmir,Ladakh,5.8,10,9.1,5.1
S84,ladakh,jammu and kashmir,Ladakh,17,21.2,20.4,18.7
S85,ladakh,jammu and kashmir,Ladakh,17,12.4,13.4,4
S86,ladakh,jammu and kashmir,Ladakh,3.7,4.5,4.4,10.5
S87,ladakh,jammu and kashmir,Ladakh,2.7,2,2.1,11.2
S88,ladakh,jammu and kashmir,Ladakh,28.5,28.2,28.3,16.3
S89,ladakh,jammu and kashmir,Ladakh,43.4,36.4,37.8,18.8
S90,ladakh,jammu and kashmir,Ladakh,88.6,85.8,86.3,NA
S91,ladakh,jammu and kashmir,Ladakh,63.3,60.2,60.8,NA
S92,ladakh,jammu and kashmir,Ladakh,84.1,95.1,92.5,91.4
S93,ladakh,jammu and kashmir,Ladakh,91,94.3,93.7,78.4
S94,ladakh,jammu and kashmir,Ladakh,67.5,80.8,78.1,79.3
S95,ladakh,jammu and kashmir,Ladakh,89.5,93.5,92.8,78.4
S96,ladakh,jammu and kashmir,Ladakh,92.4,97.8,96.9,81.6
S97,ladakh,jammu and kashmir,Ladakh,72.4,76.4,75.6,41.2
S98,ladakh,jammu and kashmir,Ladakh,NA,95.8,93.1,57.6
S99,ladakh,jammu and kashmir,Ladakh,3.4,4,3.9,0.8043429800291105
S100,ladakh,jammu and kashmir,Ladakh,1.7,1.8,1.8,0.9516627968989013
S101,ladakh,jammu and kashmir,Ladakh,6.4,6.8,6.7,2.1894502159865237
S102,ladakh,jammu and kashmir,Ladakh,3.3,4.7,4.4,1.4483687554190583
S103,ladakh,jammu and kashmir,Ladakh,0.8,2.9,2.5,0.49344256049322893
S104,ladakh,jammu and kashmir,Ladakh,5.4,8.9,8.3,2.8606836069939865
S105,ladakh,jammu and kashmir,Ladakh,8.2,10.9,10.4,6.778864087597072
S106,ladakh,jammu and kashmir,Ladakh,1.6,1.7,1.7,2.236699301758915
S107,ladakh,jammu and kashmir,Ladakh,13.5,16.3,15.7,9.66128207108577
S108,ladakh,jammu and kashmir,Ladakh,8.5,11.9,11.2,12.049836377357314
S109,ladakh,jammu and kashmir,Ladakh,1.5,2.5,2.3,2.6923822825107524
S110,ladakh,jammu and kashmir,Ladakh,14.5,18.1,17.4,14.33020959679989
S111,ladakh,jammu and kashmir,Ladakh,0.4,0.2,0.3,NA
S112,ladakh,jammu and kashmir,Ladakh,0,0.2,0.2,NA
S113,ladakh,jammu and kashmir,Ladakh,0,0.2,0.2,NA
S114,ladakh,jammu and kashmir,Ladakh,0,0,0,NA
S115,ladakh,jammu and kashmir,Ladakh,15.6,26.4,24.3,26.4
S116,ladakh,jammu and kashmir,Ladakh,54.4,23.7,29.6,12.1
S117,ladakh,jammu and kashmir,Ladakh,80.1,72.4,73.9,68.8
S118,ladakh,jammu and kashmir,Ladakh,87.8,78.7,80.4,80.6
S119,ladakh,jammu and kashmir,Ladakh,81.2,80.3,80.4,87.6
S120,ladakh,jammu and kashmir,Ladakh,28.6,28.3,28.3,16.4
S121,ladakh,jammu and kashmir,Ladakh,69,73,72.2,42.6
S122,ladakh,jammu and kashmir,Ladakh,87.2,88.7,88.4,75.9
S123,ladakh,jammu and kashmir,Ladakh,80.8,81.2,81.2,71.2
S124,ladakh,jammu and kashmir,Ladakh,90.9,75.2,78.2,64
S125,ladakh,jammu and kashmir,Ladakh,11.7,19,18.1,8.5
S126,ladakh,jammu and kashmir,Ladakh,0,1.2,1.1,0
S127,ladakh,jammu and kashmir,Ladakh,6.1,9,8.7,1.2
S128,ladakh,jammu and kashmir,Ladakh,3.5,3.1,3.2,0.45158832440726987
S129,ladakh,jammu and kashmir,Ladakh,39.8,34.8,35.7,23.578498057717333
S130,ladakh,jammu and kashmir,Ladakh,5.3,3.4,3.8,2.7710648474238453
S131,ladakh,jammu and kashmir,Ladakh,21.1,24.2,23.6,22.72252933080697
S01,maharashtra,maharashtra,Maharashtra,87.2,73.1,79.6,77.4
S02,maharashtra,maharashtra,Maharashtra,21.9,23.6,22.8,24.5
S03,maharashtra,maharashtra,Maharashtra,954,977,966,952
S04,maharashtra,maharashtra,Maharashtra,878,941,913,924
S05,maharashtra,maharashtra,Maharashtra,96.5,96.1,96.3,95.1
S06,maharashtra,maharashtra,Maharashtra,92.9,87.6,89.7,NA
S07,maharashtra,maharashtra,Maharashtra,99.1,96.7,97.8,93.5
S08,maharashtra,maharashtra,Maharashtra,99.3,88.5,93.5,92.5
S09,maharashtra,maharashtra,Maharashtra,75.1,69.4,72,52.3
S10,maharashtra,maharashtra,Maharashtra,95.6,65.4,79.7,59.9
S11,maharashtra,maharashtra,Maharashtra,98.3,94.2,96.2,96.4
S12,maharashtra,maharashtra,Maharashtra,20.1,19.9,20,15
S13,maharashtra,maharashtra,Maharashtra,29.9,27.3,28.4,NA
S14,maharashtra,maharashtra,Maharashtra,90.2,79.5,84.6,80.33059926889715
S15,maharashtra,maharashtra,Maharashtra,94.6,91.5,93,92.82264798274733
S16,maharashtra,maharashtra,Maharashtra,61.1,40.7,50.4,42
S17,maharashtra,maharashtra,Maharashtra,68.3,54.3,61,53.6
S18,maharashtra,maharashtra,Maharashtra,54.3,23.7,38,NA
S19,maharashtra,maharashtra,Maharashtra,76.8,47.2,61.5,NA
S20,maharashtra,maharashtra,Maharashtra,15.7,27.6,21.9,26.3
S21,maharashtra,maharashtra,Maharashtra,9.6,11.3,10.5,11.4
S22,maharashtra,maharashtra,Maharashtra,1.5,1.9,1.7,1.9
S23,maharashtra,maharashtra,Maharashtra,3.9,10.6,7.6,8.3
S24,maharashtra,maharashtra,Maharashtra,29,63,47,59
S25,maharashtra,maharashtra,Maharashtra,15.1,17.6,16.5,16.2
S26,maharashtra,maharashtra,Maharashtra,22.6,23.7,23.2,23.7
S27,maharashtra,maharashtra,Maharashtra,28.2,27.9,28,28.7
S28,maharashtra,maharashtra,Maharashtra,65.8,66.5,66.2,64.8
S29,maharashtra,maharashtra,Maharashtra,62.7,64.7,63.8,62.6
S30,maharashtra,maharashtra,Maharashtra,44,53.3,49.1,50.7
S31,maharashtra,maharashtra,Maharashtra,0.1,0.6,0.4,0.4
S32,maharashtra,maharashtra,Maharashtra,2.2,1.6,1.9,1.6
S33,maharashtra,maharashtra,Maharashtra,1.9,1.7,1.8,2.4
S34,maharashtra,maharashtra,Maharashtra,14.1,7.1,10.2,7.1
S35,maharashtra,maharashtra,Maharashtra,0.2,0.2,0.2,0.2
S36,maharashtra,maharashtra,Maharashtra,9.9,9.3,9.6,9.7
S37,maharashtra,maharashtra,Maharashtra,4,3.8,3.9,4.3
S38,maharashtra,maharashtra,Maharashtra,21.7,22.1,21.9,18.5
S39,maharashtra,maharashtra,Maharashtra,51.2,52.8,52.1,36.3
S40,maharashtra,maharashtra,Maharashtra,69.5,72,70.9,67.6
S41,maharashtra,maharashtra,Maharashtra,72.2,68.7,70.3,72.2
S42,maharashtra,maharashtra,Maharashtra,91.2,89.3,90.1,90.4
S43,maharashtra,maharashtra,Maharashtra,51.4,45.7,48.2,40.6
S44,maharashtra,maharashtra,Maharashtra,33.6,28.8,30.9,28
